ID;answered_all;Duration..in.seconds.;RecordedDate;UserLanguage;Dem_age;Dem_gender;Dem_edu;Dem_edu_mom;Dem_employment;Country;Dem_Expat;Dem_state;Dem_maritalstatus;Dem_dependents;Dem_riskgroup;Dem_isolation;Dem_isolation_adults;Dem_isolation_kids;AD_gain;AD_loss;AD_check;Scale_PSS10_UCLA_1;Scale_PSS10_UCLA_2;Scale_PSS10_UCLA_3;Scale_PSS10_UCLA_4;Scale_PSS10_UCLA_5;Scale_PSS10_UCLA_6;Scale_PSS10_UCLA_7;Scale_PSS10_UCLA_8;Scale_PSS10_UCLA_9;Scale_PSS10_UCLA_10;Scale_SLON_1;Scale_SLON_2;Scale_SLON_3;OECD_people_1;OECD_people_2;OECD_insititutions_1;OECD_insititutions_2;OECD_insititutions_3;OECD_insititutions_4;OECD_insititutions_5;OECD_insititutions_6;Corona_concerns_1;Corona_concerns_2;Corona_concerns_3;Corona_concerns_4;Corona_concerns_5;Trust_countrymeasure;Compliance_1;Compliance_2;Compliance_3;Compliance_4;Compliance_5;Compliance_6;born_92;experience_war;experience_war_TXT;war_injury;loss_during_war;time_spent_in_war;time_spent_in_war_TXT;Scale_UCLA_TRI_1;Scale_UCLA_TRI_2;Scale_UCLA_TRI_3;Scale_UCLA_TRI_4;PS_PTSD_1;PS_PTSD_2;PS_PTSD_3;PS_PTSD_4;PS_PTSD_5;BFF_15_1;BFF_15_2;BFF_15_3;BFF_15_4;BFF_15_5;BFF_15_6;BFF_15_7;BFF_15_8;BFF_15_9;BFF_15_10;BFF_15_11;BFF_15_12;BFF_15_13;BFF_15_14;BFF_15_15;Expl_Distress_1;Expl_Distress_2;Expl_Distress_3;Expl_Distress_4;Expl_Distress_5;Expl_Distress_6;Expl_Distress_7;Expl_Distress_8;Expl_Distress_9;Expl_Distress_10;Expl_Distress_11;Expl_Distress_12;Expl_Distress_13;Expl_Distress_14;Expl_Distress_15;Expl_Distress_16;Expl_Distress_17;Expl_Distress_18;Expl_Distress_19;Expl_Distress_20;Expl_Distress_21;Expl_Distress_22;Expl_Distress_23;Expl_Distress_24;Expl_Distress_txt;SPS_1;SPS_2;SPS_3;SPS_4;SPS_5;SPS_6;SPS_7;SPS_8;SPS_9;SPS_10;Expl_Coping_1;Expl_Coping_2;Expl_Coping_3;Expl_Coping_4;Expl_Coping_5;Expl_Coping_6;Expl_Coping_7;Expl_Coping_8;Expl_Coping_9;Expl_Coping_10;Expl_Coping_11;Expl_Coping_12;Expl_Coping_13;Expl_Coping_14;Expl_Coping_15;Expl_Coping_16;Expl_coping_txt;Expl_media_1;Expl_media_2;Expl_media_3;Expl_media_4;Expl_media_5;Expl_media_6;Final_open;PSS10_avg;SLON3_avg;neu;ext;ope;agr;con;SPS_avg;Scale_UCLA_TRI_avg
30380;Yes;14742;09/04/2020 15:19;PT-BR;27;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;4;3;4;2;3;1;4;3;3;3;2;3;4;8;8;2;3;7;4;9;5;4;6;5;5;4;5;5;2;5;5;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;3;4;5;2;5;6;4;6;5;5;3;4;4;1;2;99;99;4;4;1;5;99;6;3;5;4;5;1;1;3;2;4;4;4;3;4;4;NA;6;5;5;5;5;6;6;6;6;5;4;6;5;1;5;5;1;1;6;4;1;4;5;5;4;3;NA;4;4;4;4;4;3;NA;3;3;4.33333333333333;4.66666666666667;5;3.66666666666667;3.33333333333333;5.5;NA
30386;Yes;5144;09/04/2020 12:36;PT-BR;35;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;yes;rio de janeiro;Married/cohabiting;0;No;Isolated;1;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;Yes;2;2;3;4;3;3;4;4;4;2;1;2;1;7;9;6;5;5;6;8;6;4;6;4;6;6;6;6;6;6;2;2;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;2;6;6;2;6;3;6;4;6;3;5;5;6;2;4;99;5;4;6;1;4;99;6;3;6;6;6;2;4;6;1;6;2;6;2;6;4;NA;6;4;4;5;6;5;4;6;6;5;6;5;4;5;5;6;1;1;6;5;4;6;4;5;4;6;NA;6;3;3;6;3;3;NA;2.5;1.33333333333333;5.66666666666667;5.66666666666667;5;4;4.33333333333333;5.1;NA
30390;Yes;726;09/04/2020 11:21;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Retired;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;· If Program A is adopted, 200 people will be saved.;NA;No;4;4;3;3;1;4;3;1;3;4;4;2;3;6;8;1;3;5;5;8;2;4;6;6;6;5;3;5;5;4;3;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;3;6;4;4;4;6;5;3;5;5;4;4;5;3;5;99;3;4;2;1;5;99;2;5;5;5;6;4;2;3;5;2;4;5;3;6;1;NA;6;6;6;6;6;6;6;6;6;6;5;4;5;3;4;4;6;6;5;4;3;3;4;5;1;5;NA;5;4;5;5;5;3;NA;3.8;3;4.33333333333333;4.33333333333333;5;4.66666666666667;4;6;NA
30392;No;271;10/04/2020 11:13;PT-BR;25;Male;Some College, short continuing education or equivalent;Up to 12 years of school;Full time employed;Brazil;no;Minas Gerais;Single;0;Yes;Isolated;4;0;NA;· If Program C is adopted 400 people will die.;No;3;4;2;4;1;2;4;2;3;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.8;1.66666666666667;NA;NA;NA;NA;NA;NA;NA
30393;Yes;733;09/04/2020 11:20;PT-BR;23;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;Rio Grande do Sul;Single;0;Yes;Isolated;2;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;No;2;2;4;3;3;3;3;4;3;1;1;2;2;5;7;1;3;3;7;9;1;4;6;5;5;5;3;6;6;6;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;2;3;1;6;3;4;3;2;4;5;5;5;4;1;4;99;99;2;2;99;2;99;3;4;5;5;4;2;2;99;2;2;2;2;2;5;2;NA;5;5;4;5;6;5;6;6;4;6;4;1;6;1;6;5;4;4;5;4;4;4;5;6;5;4;NA;2;5;2;2;5;1;NA;2.6;1.66666666666667;5.66666666666667;1.66666666666667;3.33333333333333;4.66666666666667;3.66666666666667;5.2;NA
31152;No;101;10/04/2020 05:17;PT-BR;23;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32253;No;1627;08/04/2020 20:23;PT-BR;23;Male;College degree, bachelor, master;Up to 6 years of school;Part time employed;Brazil;no;Minas Gerais;Married/cohabiting;1;Yes;Life carries on with minor changes;1;0;· If Program A is adopted, 200 people will be saved.;NA;No;4;4;5;3;2;4;2;1;4;3;1;1;4;6;8;2;7;7;8;9;3;5;5;5;5;5;3;5;4;3;5;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;3;6;4;4;5;4;5;3;5;6;5;5;5;5;6;1;6;2;5;5;5;1;5;4;5;6;5;5;4;4;4;6;4;4;1;6;1;NA;NA;6;6;6;6;6;6;6;6;6;1;6;6;6;5;4;1;1;5;4;4;5;5;6;6;5;NA;5;5;4;4;5;1;NA;4;2;4.33333333333333;4.33333333333333;4.66666666666667;5;4;6;NA
32278;No;3838;08/04/2020 19:59;PT-BR;53;Female;College degree, bachelor, master;Some College or equivalent;Full time employed;Brazil;no;Sao paulo;Single;1;Yes;Isolated;NA;NA;· If Program A is adopted, 200 people will be saved.;NA;No;4;3;4;4;3;2;2;3;4;2;3;3;3;6;7;2;1;3;4;6;5;5;5;5;6;5;2;6;5;6;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;4;6;6;2;5;6;5;5;4;4;5;4;5;5;5;6;4;6;5;99;6;99;6;6;6;5;5;3;5;5;6;5;6;5;5;5;5;NA;6;5;6;6;6;5;6;6;6;6;6;5;6;5;6;3;1;1;5;5;5;5;6;6;2;6;NA;5;5;4;NA;2;4;O momento de crise expôs minhas fragilidades mas também qualidades. Pensar positivo e na coletividade é fundamental.;3.1;3;4;5.66666666666667;5.33333333333333;3.33333333333333;4.33333333333333;5.8;NA
32326;Yes;1357;09/04/2020 18:01;PT-BR;50;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Sao Paulo;Single;0;Yes;Isolated;3;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;3;5;4;3;2;3;2;5;3;5;3;3;3;7;3;5;5;3;8;4;5;6;3;6;5;4;5;6;6;1;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;5;3;2;5;4;5;5;5;4;5;4;5;5;1;1;99;4;1;2;1;6;99;4;4;5;5;4;1;2;2;2;2;5;4;1;2;1;NA;4;4;2;2;2;2;2;5;4;5;4;4;4;2;4;4;5;5;5;5;6;2;4;5;1;4;NA;4;5;2;4;4;5;NA;3.3;3.66666666666667;2;2.33333333333333;4.66666666666667;3.66666666666667;3.66666666666667;3.2;NA
32594;Yes;72919;09/04/2020 11:17;PT-BR;23;Male;Some College, short continuing education or equivalent;PhD/Doctorate;Part time employed;Brazil;no;RJ;Single;0;Yes;Isolated;3;0;· If Program A is adopted, 200 people will be saved.;NA;No;4;3;3;4;2;3;3;2;5;1;4;1;5;3;8;0;1;4;5;2;0;6;6;6;6;5;3;6;5;4;6;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;5;6;6;1;5;6;5;1;6;6;3;5;6;5;3;99;4;5;6;99;3;99;5;6;6;5;4;1;6;5;4;6;3;4;3;6;4;ficar mt tempo sem ver os meus amigos =(;6;6;3;6;5;5;6;6;5;6;4;6;6;6;6;6;6;6;6;6;5;4;5;6;1;4;masturbaçao. nessa quarentena mo galera vai ficar necessitada sexualmente, principalmente os solteiros.;5;4;3;3;4;2;a vida sexual e social sao as mais afetadas de fato. e tbm meu hobby predileto que é jogar futebol, sinto MUITA falta.;3.2;3.33333333333333;1.66666666666667;6;5.33333333333333;6;3.66666666666667;5.4;NA
33148;No;428;09/04/2020 13:06;PT-BR;49;Male;Some College, short continuing education or equivalent;Up to 12 years of school;Full time employed;Brazil;no;Sao Paulo;Single;0;Yes;Life carries on with minor changes;0;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;Yes;4;3;3;4;2;4;4;3;2;2;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.9;1;NA;NA;NA;NA;NA;NA;NA
36754;Yes;1419;07/04/2020 16:26;PT-BR;24;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;RJ;Single;0;Yes;Isolated;3;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;1;2;3;4;4;2;3;4;2;2;1;1;2;7;8;7;7;4;5;3;6;2;5;2;5;4;7;3;4;5;2;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;5;6;5;6;5;5;5;4;5;4;4;4;4;1;2;99;5;1;5;6;5;99;6;5;4;5;4;1;1;5;1;2;2;4;2;5;99;NA;6;6;6;6;6;6;6;6;6;6;4;5;4;5;5;4;1;1;4;4;2;1;5;5;6;5;NA;4;3;1;3;3;3;NA;2.1;1.33333333333333;3.33333333333333;4;5;4;3.66666666666667;6;NA
41978;Yes;752;06/04/2020 20:02;PT-BR;39;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rj;Married/cohabiting;0;Yes;Isolated;1;0;· If Program A is adopted, 200 people will be saved.;NA;No;3;3;3;3;2;2;4;4;1;1;1;2;4;7;8;5;4;7;7;7;4;6;6;6;5;5;6;6;6;6;4;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;5;4;3;4;3;4;3;2;6;5;3;2;5;2;4;99;5;3;5;3;2;99;6;5;6;6;6;3;2;1;4;3;4;5;1;5;2;NA;6;5;6;6;6;4;6;6;6;6;3;4;5;4;4;2;4;2;4;5;3;3;4;4;6;4;NA;5;5;5;5;2;4;NA;2.4;2.33333333333333;1.66666666666667;3.33333333333333;3.33333333333333;5.33333333333333;4.33333333333333;5.7;NA
43065;Yes;1079;06/04/2020 16:17;PT-BR;32;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Sao Paulo;Married/cohabiting;0;No;Isolated;1;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;2;3;4;4;3;4;3;2;2;2;1;3;6;7;4;7;5;4;4;5;2;5;4;5;5;7;5;5;4;2;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;5;3;2;5;2;4;4;3;6;5;4;6;3;5;3;99;5;3;5;3;2;99;6;5;3;4;4;2;2;4;2;3;2;4;3;5;1;NA;6;4;2;3;2;2;4;4;3;6;4;5;6;4;5;5;5;5;4;5;3;3;4;5;6;4;NA;4;4;3;4;4;2;NA;2.4;2;3;2.33333333333333;3.33333333333333;5;2.66666666666667;3.6;NA
43124;Yes;869;06/04/2020 15:55;PT-BR;23;Male;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Isolated;1;0;· If Program A is adopted, 200 people will be saved.;NA;No;1;3;3;2;4;1;2;2;2;1;1;1;2;4;7;3;4;1;7;8;8;5;5;4;6;6;7;6;5;5;4;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;3;6;3;3;5;6;6;3;3;5;6;3;5;1;5;99;6;3;5;2;5;99;6;4;5;6;6;2;2;2;3;2;3;1;2;4;2;NA;6;6;4;3;6;4;5;6;4;6;5;5;6;2;6;5;6;6;6;5;5;6;5;6;6;5;NA;5;3;3;5;5;2;NA;2.5;1.33333333333333;4.33333333333333;4.33333333333333;5.66666666666667;4;5;5;NA
43382;Yes;1320;06/04/2020 15:01;PT-BR;57;Female;College degree, bachelor, master;College degree;Not employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;3;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;No;3;4;4;4;3;4;2;3;4;2;2;3;4;6;7;1;2;4;3;8;2;5;5;5;5;6;3;5;5;6;2;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;5;5;5;3;5;6;5;4;4;4;5;4;4;4;4;4;4;4;3;99;99;2;4;3;5;6;5;3;3;99;4;4;5;5;2;3;2;NA;5;5;4;5;5;5;5;5;5;5;4;2;5;2;5;5;5;5;5;5;2;4;5;5;1;5;NA;3;4;4;4;5;4;NA;3.3;3;2.66666666666667;4.66666666666667;5.33333333333333;3.66666666666667;4;4.9;NA
43432;No;241;07/04/2020 14:32;PT-BR;29;Female;Some College, short continuing education or equivalent;College degree;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;3;0;· If Program A is adopted, 200 people will be saved.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
43518;Yes;613;06/04/2020 14:18;PT-BR;37;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;NA;Married/cohabiting;2;Yes;Isolated;7;2;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;No;3;3;4;3;2;3;3;3;2;1;3;2;4;4;4;1;1;1;2;6;1;5;6;5;6;6;2;6;6;6;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;4;5;6;3;4;5;5;5;5;4;2;4;6;4;5;4;4;5;1;6;5;5;5;5;4;5;6;4;1;3;2;2;2;6;2;6;3;NA;5;6;6;5;6;6;6;6;6;5;4;6;6;5;5;3;4;4;4;6;5;4;5;5;6;3;NA;4;6;6;5;5;2;NA;2.9;3;2.33333333333333;5;4.66666666666667;3.66666666666667;3.66666666666667;5.7;NA
43610;No;1647;07/04/2020 14:14;PT-BR;52;Female;Up to 12 years of school;Up to 9 years of school;Self-employed;Brazil;no;Rio de Janeiro;Divorced/widowed;2;Yes;Isolated;1;1;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;3;3;5;2;2;4;3;2;2;3;3;3;5;5;3;5;6;3;9;3;5;5;5;5;5;4;5;6;5;1;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;6;6;6;4;5;5;5;2;5;6;4;2;5;5;5;5;5;5;4;2;4;2;5;5;6;5;5;99;99;5;5;5;5;5;5;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;3;2.66666666666667;5;5;5.33333333333333;4.66666666666667;NA;NA
43831;No;791;07/04/2020 13:04;PT-BR;37;Male;PhD/Doctorate;College degree;Full time employed;Brazil;no;MT;Married/cohabiting;3;Yes;Isolated;1;3;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;3;5;4;3;3;2;3;4;2;2;1;5;1;6;0;6;3;3;7;3;5;5;5;6;6;3;6;6;6;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;1;5;5;4;5;6;6;4;6;5;5;2;6;NA;NA;NA;5;6;NA;6;6;6;4;NA;6;5;NA;5;99;1;4;6;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.2;2.66666666666667;6;4.33333333333333;5.66666666666667;4.66666666666667;5.33333333333333;NA;NA
43925;Yes;1862;06/04/2020 13:00;PT-BR;44;Female;College degree, bachelor, master;Up to 6 years of school;Not employed;Brazil;no;Rio de Janeiro;Married/cohabiting;3;Yes;Isolated;4;1;NA;· If Program C is adopted 400 people will die.;Not sure;1;3;2;5;4;3;4;3;2;1;3;1;3;5;5;5;2;5;5;5;8;6;5;5;4;5;5;5;5;6;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;5;6;6;5;4;5;5;2;5;5;5;3;6;4;2;5;5;2;5;5;5;2;5;4;5;2;5;99;5;2;2;2;2;4;2;5;1;NA;6;5;6;6;6;6;6;6;6;6;5;2;5;2;5;5;3;4;5;6;3;4;5;5;5;4;NA;3;2;2;2;2;2;Minha rotina e fé mudaram muito.  Tenho sorte em.ter uma filosofia de vida que se chama budismo.;2;2.33333333333333;2.33333333333333;4.66666666666667;4.66666666666667;5;5;5.9;NA
44144;No;894;07/04/2020 11:58;PT-BR;37;Female;College degree, bachelor, master;Up to 6 years of school;Full time employed;Brazil;no;Rio de Janeiro;Single;1;Yes;Isolated;0;0;· If Program A is adopted, 200 people will be saved.;NA;Not sure;2;3;5;3;2;4;3;2;5;4;2;2;3;2;5;6;2;9;9;9;1;4;5;5;5;5;4;2;5;5;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;4;2;3;4;6;5;4;4;5;5;2;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.7;2.33333333333333;3.33333333333333;2.66666666666667;5;4.33333333333333;4.33333333333333;NA;NA
44249;No;1002;06/04/2020 11:34;PT-BR;34;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Isolated;1;1;NA;· If Program C is adopted 400 people will die.;No;2;2;3;3;1;2;4;3;5;2;4;3;4;10;9;0;NA;NA;NA;7;NA;5;5;6;6;4;NA;6;6;6;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;5;6;6;4;6;6;6;1;6;6;4;4;6;6;6;6;6;6;3;2;6;6;6;4;6;6;99;6;6;4;6;6;5;6;2;6;6;NA;6;3;5;3;3;4;4;6;6;6;3;5;6;5;6;6;2;2;5;6;5;6;3;4;6;6;NA;5;6;6;6;6;6;NA;2.9;3.66666666666667;2;5;6;6;4.33333333333333;4.6;NA
44354;Yes;2048;06/04/2020 11:26;PT-BR;50;Male;Up to 12 years of school;Up to 6 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;1;Yes;Life carries on with minor changes;1;0;NA;· If Program C is adopted 400 people will die.;No;1;1;1;4;1;1;4;3;1;1;2;1;2;4;6;0;0;2;2;10;0;6;6;6;6;5;0;6;6;6;1;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;4;6;5;2;6;6;5;4;4;5;5;3;6;4;3;99;5;5;1;1;4;99;5;2;6;6;5;2;5;1;2;1;6;6;6;6;99;NA;6;5;4;6;6;6;6;6;5;5;4;1;5;1;5;5;5;5;5;6;5;5;5;6;5;5;NA;4;4;4;2;2;3;Ter que continuar trabalhando ainda que reduzidamente. Tabalho em vigilância epidemiológica  e com agravos crônicos. Ter que sair de casa, mesmo usando meu carro, concentrando todos os afazeres  para o mesmo dia  me causa muita insegurança, pois hj preciso esta perro de minha mae  diariamente por cuidar dela, ten 86anos.;1.8;1.66666666666667;4.33333333333333;5.33333333333333;5.66666666666667;4;5;5.5;NA
44556;No;1139;07/04/2020 10:28;PT-BR;41;Female;College degree, bachelor, master;College degree;Full time employed;Brazil;no;Rio De Janeiro;Divorced/widowed;1;Yes;NA;1;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;No;4;4;4;3;2;4;4;3;2;3;4;2;4;5;7;NA;3;3;3;7;3;6;6;6;6;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.3;3.33333333333333;NA;NA;NA;NA;NA;NA;NA
44609;No;215;07/04/2020 09:58;PT-BR;53;Female;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Life carries on with minor changes;1;0;NA;· If Program C is adopted 400 people will die.;No;2;1;1;5;3;1;4;3;3;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8;1.66666666666667;NA;NA;NA;NA;NA;NA;NA
